,0,1
109063,109063,3
134239,134239,3
128441,128441,3
73389,73389,3
51217,51217,0
79735,79735,0
78214,78214,1
51014,51014,0
73383,73383,3
120842,120842,3
11779,11779,0
69713,69713,1
79776,79776,3
119356,119356,0
58904,58904,3
114156,114156,3
81794,81794,3
13664,13664,0
49329,49329,0
4929,4929,3
58358,58358,1
131612,131612,0
40184,40184,3
44564,44564,1
29748,29748,0
32271,32271,0
130294,130294,0
95461,95461,0
104628,104628,0
82193,82193,0
100767,100767,0
84472,84472,0
91518,91518,0
63520,63520,0
123818,123818,0
21146,21146,3
62283,62283,0
69186,69186,0
85803,85803,1
62199,62199,1
92207,92207,0
81148,81148,3
98455,98455,3
87376,87376,1
13513,13513,1
60793,60793,0
54147,54147,0
18829,18829,1
129191,129191,1
42110,42110,0
125325,125325,3
10025,10025,1
37209,37209,3
21196,21196,1
89925,89925,3
1870,1870,0
73378,73378,1
18118,18118,3
30468,30468,0
94911,94911,3
107962,107962,0
121573,121573,1
116560,116560,3
36465,36465,3
107765,107765,1
112756,112756,3
113207,113207,0
92255,92255,0
47790,47790,0
39609,39609,1
116353,116353,3
46549,46549,0
63961,63961,0
42198,42198,0
133201,133201,3
954,954,0
20158,20158,3
7336,7336,3
123429,123429,0
86194,86194,0
110142,110142,0
123923,123923,3
64112,64112,3
5799,5799,3
72711,72711,1
79051,79051,3
8440,8440,3
19454,19454,0
90733,90733,3
64244,64244,4
96271,96271,2
64362,64362,0
61908,61908,3
112489,112489,0
8968,8968,0
62007,62007,0
14341,14341,3
4392,4392,3
2448,2448,0
66369,66369,0
7959,7959,3
79416,79416,3
114935,114935,0
59956,59956,0
98209,98209,0
50024,50024,0
97477,97477,0
16144,16144,3
19356,19356,3
39100,39100,3
38704,38704,3
57497,57497,0
59067,59067,0
119163,119163,0
114081,114081,0
33242,33242,1
23661,23661,0
113011,113011,1
52829,52829,3
1728,1728,0
48537,48537,3
52823,52823,1
115639,115639,0
90785,90785,3
14727,14727,0
108779,108779,0
88071,88071,0
89992,89992,0
51555,51555,0
68559,68559,3
32311,32311,0
134694,134694,3
31120,31120,0
129031,129031,3
36246,36246,0
100012,100012,3
64453,64453,1
58387,58387,0
43318,43318,3
118817,118817,3
45700,45700,0
59188,59188,1
88550,88550,3
82492,82492,3
107380,107380,1
36621,36621,1
28479,28479,3
21371,21371,0
77105,77105,0
62139,62139,0
44513,44513,0
14786,14786,0
104686,104686,0
58607,58607,3
118774,118774,0
62494,62494,0
54651,54651,3
89773,89773,3
80332,80332,0
74067,74067,0
23797,23797,3
35487,35487,0
10389,10389,4
84155,84155,3
89799,89799,3
104995,104995,3
38939,38939,0
95810,95810,0
66955,66955,3
14949,14949,0
16785,16785,0
86183,86183,0
14468,14468,3
104506,104506,0
118805,118805,3
40518,40518,1
82956,82956,3
32738,32738,0
65325,65325,0
123727,123727,1
17409,17409,3
52779,52779,3
36835,36835,0
11307,11307,1
76657,76657,3
61220,61220,3
134429,134429,3
87456,87456,3
115860,115860,3
8032,8032,3
5467,5467,3
79666,79666,1
120972,120972,0
5374,5374,3
21445,21445,3
62599,62599,0
1002,1002,0
32706,32706,3
121483,121483,3
132271,132271,0
45235,45235,3
44685,44685,0
31118,31118,0
102609,102609,0
93089,93089,1
33552,33552,3
105599,105599,0
63460,63460,0
878,878,3
133464,133464,3
92673,92673,3
120000,120000,3
135541,135541,0
125237,125237,0
130260,130260,3
66528,66528,0
14355,14355,1
40505,40505,3
51504,51504,3
25781,25781,1
57933,57933,0
115231,115231,0
17814,17814,3
96327,96327,2
59639,59639,3
81082,81082,0
97664,97664,0
28852,28852,3
45644,45644,1
5616,5616,3
43957,43957,0
55321,55321,3
60546,60546,0
60905,60905,0
13022,13022,0
56033,56033,0
43119,43119,0
118168,118168,3
13915,13915,3
98577,98577,0
24777,24777,3
123063,123063,1
51291,51291,0
52472,52472,3
8286,8286,3
52952,52952,3
82400,82400,3
104291,104291,0
39942,39942,3
7104,7104,3
77138,77138,0
94322,94322,3
70850,70850,4
33474,33474,3
41761,41761,3
21805,21805,0
112438,112438,1
111065,111065,3
11491,11491,1
30168,30168,0
126865,126865,3
87079,87079,0
100538,100538,0
102250,102250,3
104485,104485,3
2605,2605,0
125587,125587,3
94388,94388,3
87588,87588,3
1126,1126,0
87654,87654,0
12925,12925,3
38279,38279,0
91888,91888,1
28249,28249,3
111384,111384,3
42729,42729,0
43994,43994,3
123914,123914,0
431,431,3
131819,131819,3
12000,12000,0
31800,31800,0
67596,67596,0
1749,1749,3
30861,30861,0
7964,7964,3
47400,47400,1
1131,1131,0
74717,74717,0
35181,35181,0
64941,64941,1
79131,79131,3
70743,70743,0
121835,121835,3
70673,70673,0
48463,48463,0
106338,106338,3
74623,74623,3
34989,34989,1
135005,135005,0
51757,51757,0
98549,98549,0
75840,75840,0
99061,99061,0
96148,96148,1
127723,127723,3
124014,124014,1
61459,61459,3
25023,25023,0
1768,1768,3
4196,4196,3
124675,124675,0
57380,57380,1
55720,55720,1
81901,81901,3
120581,120581,0
73335,73335,0
71603,71603,3
49405,49405,0
120734,120734,0
120604,120604,3
16380,16380,0
44795,44795,0
39788,39788,1
38158,38158,3
96926,96926,2
73261,73261,0
68204,68204,0
69096,69096,3
2807,2807,0
81265,81265,0
93628,93628,0
56157,56157,0
15627,15627,0
91126,91126,0
26383,26383,0
135439,135439,0
123895,123895,0
36249,36249,3
23305,23305,3
4402,4402,3
12053,12053,3
62794,62794,0
41140,41140,0
53914,53914,0
65673,65673,1
114503,114503,3
110105,110105,0
1876,1876,3
59464,59464,0
11296,11296,1
9342,9342,0
42402,42402,0
27651,27651,0
116000,116000,0
93163,93163,0
108685,108685,0
13732,13732,3
114261,114261,0
1815,1815,3
119366,119366,0
120546,120546,0
100571,100571,1
23211,23211,3
52643,52643,0
68437,68437,3
34222,34222,0
44352,44352,0
16316,16316,0
122733,122733,3
22583,22583,0
81913,81913,3
62266,62266,1
10835,10835,0
127624,127624,1
11644,11644,3
85224,85224,0
8841,8841,3
123273,123273,0
109222,109222,3
8242,8242,3
93777,93777,1
81739,81739,1
112232,112232,1
80617,80617,1
41974,41974,0
29523,29523,0
45754,45754,0
1091,1091,1
60775,60775,3
65764,65764,0
28529,28529,3
89620,89620,3
53899,53899,0
127034,127034,3
34779,34779,3
69292,69292,1
72477,72477,0
126538,126538,1
61721,61721,1
9558,9558,3
16212,16212,0
110848,110848,0
19509,19509,0
46724,46724,3
1618,1618,3
121909,121909,3
47293,47293,0
88337,88337,0
59448,59448,3
125096,125096,0
117911,117911,3
121397,121397,3
57422,57422,0
36234,36234,3
40404,40404,0
67377,67377,0
39303,39303,0
4989,4989,3
84184,84184,0
57891,57891,0
119518,119518,0
1349,1349,0
550,550,4
92625,92625,3
70576,70576,1
46985,46985,3
19000,19000,0
72813,72813,0
40157,40157,3
123378,123378,3
34606,34606,0
26180,26180,3
61060,61060,0
127086,127086,3
78899,78899,0
83267,83267,3
48449,48449,0
90911,90911,0
73249,73249,3
29966,29966,0
90719,90719,3
62413,62413,3
37813,37813,0
94425,94425,3
32198,32198,4
135487,135487,0
37114,37114,0
55523,55523,3
123596,123596,3
61647,61647,3
53937,53937,0
127868,127868,3
82899,82899,0
87330,87330,0
15753,15753,3
135544,135544,3
56601,56601,0
85245,85245,0
102232,102232,3
4007,4007,3
130418,130418,3
80795,80795,3
309,309,0
132871,132871,3
33002,33002,0
128331,128331,1
32164,32164,0
20454,20454,3
61317,61317,1
17989,17989,3
106955,106955,3
73359,73359,0
84519,84519,0
24893,24893,3
59166,59166,1
49091,49091,1
47748,47748,0
18071,18071,0
77170,77170,0
12399,12399,1
21920,21920,0
804,804,0
20825,20825,0
70903,70903,0
75367,75367,0
75722,75722,1
44856,44856,0
12528,12528,0
48540,48540,3
67257,67257,0
104316,104316,3
62173,62173,3
25026,25026,3
14361,14361,3
81979,81979,0
55297,55297,0
17860,17860,0
647,647,3
18483,18483,3
44817,44817,3
22088,22088,3
76934,76934,1
134677,134677,0
126302,126302,3
76570,76570,1
59468,59468,0
66819,66819,3
39084,39084,3
95706,95706,0
40500,40500,0
40789,40789,0
63796,63796,0
29186,29186,3
29240,29240,0
29298,29298,0
31072,31072,0
67636,67636,0
131517,131517,3
43462,43462,3
56576,56576,0
43344,43344,3
125510,125510,0
79884,79884,3
49300,49300,1
75747,75747,0
132298,132298,3
75137,75137,0
6924,6924,3
116207,116207,0
119286,119286,0
44997,44997,0
75395,75395,3
114385,114385,1
56150,56150,3
17359,17359,1
19410,19410,3
69540,69540,3
9065,9065,0
32774,32774,3
9025,9025,3
43859,43859,3
76485,76485,0
106630,106630,0
15138,15138,3
100105,100105,0
7794,7794,3
1878,1878,3
35803,35803,1
131193,131193,0
79122,79122,0
32589,32589,3
128075,128075,3
47064,47064,3
65354,65354,3
52376,52376,0
106215,106215,3
63311,63311,3
19741,19741,3
35726,35726,2
18421,18421,3
29321,29321,0
84301,84301,3
98999,98999,3
49619,49619,3
40386,40386,4
34667,34667,0
129462,129462,3
129439,129439,3
28710,28710,3
3660,3660,3
97861,97861,1
66952,66952,1
99376,99376,3
39728,39728,3
24387,24387,0
89270,89270,0
80139,80139,0
58469,58469,3
134719,134719,3
122321,122321,0
42168,42168,3
71338,71338,0
68092,68092,1
110888,110888,1
16441,16441,0
12277,12277,0
30096,30096,0
86100,86100,0
9774,9774,0
8588,8588,0
128905,128905,3
107815,107815,0
121962,121962,0
3976,3976,3
68156,68156,0
68544,68544,3
87866,87866,3
2683,2683,3
18519,18519,3
116091,116091,0
63443,63443,0
14597,14597,3
31940,31940,3
77176,77176,0
65838,65838,3
84091,84091,0
4911,4911,3
3161,3161,0
92003,92003,0
60788,60788,3
133686,133686,0
64436,64436,0
73216,73216,0
100254,100254,3
75513,75513,0
66347,66347,0
49576,49576,3
32157,32157,0
52880,52880,0
4940,4940,3
132771,132771,3
85777,85777,3
44662,44662,0
77378,77378,0
95019,95019,0
36341,36341,0
23803,23803,3
15346,15346,3
44129,44129,3
43274,43274,3
60017,60017,3
34441,34441,0
82191,82191,0
97403,97403,0
72400,72400,3
56870,56870,1
24705,24705,3
58121,58121,0
53211,53211,0
125233,125233,0
100054,100054,3
118050,118050,0
55703,55703,0
9751,9751,0
66908,66908,3
15937,15937,3
39249,39249,3
18797,18797,1
101392,101392,0
37701,37701,3
75931,75931,0
118230,118230,1
118720,118720,0
72611,72611,0
45280,45280,0
82498,82498,3
47752,47752,0
73575,73575,0
10883,10883,3
60807,60807,0
43510,43510,3
132430,132430,0
30647,30647,0
126027,126027,0
29636,29636,0
35632,35632,3
135384,135384,1
96914,96914,2
22892,22892,0
51598,51598,0
951,951,3
46445,46445,0
52407,52407,0
70359,70359,1
7090,7090,3
35122,35122,3
14154,14154,3
70473,70473,0
29417,29417,0
134081,134081,0
101184,101184,3
111939,111939,0
53593,53593,3
76211,76211,1
107431,107431,0
21669,21669,0
5122,5122,3
34794,34794,0
124594,124594,0
21756,21756,3
77528,77528,0
9908,9908,3
94622,94622,3
50731,50731,3
123860,123860,0
34387,34387,3
116266,116266,3
16670,16670,0
47217,47217,0
57034,57034,3
58158,58158,0
50811,50811,0
112515,112515,3
65360,65360,3
28533,28533,3
108446,108446,0
119847,119847,0
78078,78078,0
129975,129975,1
108028,108028,0
13864,13864,3
5181,5181,3
118987,118987,3
33163,33163,0
104141,104141,0
20807,20807,0
130916,130916,3
117392,117392,3
115068,115068,0
71794,71794,0
54531,54531,0
61184,61184,0
36406,36406,0
85492,85492,0
120298,120298,3
90313,90313,0
13766,13766,3
40146,40146,4
109425,109425,0
133595,133595,0
28135,28135,3
129838,129838,3
90897,90897,3
69553,69553,3
61941,61941,1
120572,120572,0
130400,130400,0
62777,62777,3
111079,111079,0
129316,129316,3
100083,100083,3
92101,92101,0
62872,62872,3
21194,21194,3
48594,48594,1
116568,116568,3
45345,45345,3
27155,27155,3
28865,28865,3
96831,96831,2
26164,26164,3
105631,105631,3
14960,14960,0
106271,106271,3
33473,33473,0
92871,92871,0
76032,76032,0
109347,109347,0
57299,57299,0
33883,33883,0
32702,32702,0
41791,41791,0
40974,40974,3
131019,131019,4
98977,98977,0
88599,88599,3
123440,123440,0
42122,42122,1
2504,2504,3
4537,4537,3
92612,92612,0
95485,95485,1
84747,84747,0
126517,126517,3
125936,125936,3
130515,130515,0
1599,1599,3
68262,68262,3
52302,52302,3
39990,39990,3
135127,135127,0
24011,24011,0
90441,90441,1
132106,132106,0
70844,70844,0
95574,95574,1
102788,102788,3
73592,73592,0
29950,29950,0
133911,133911,3
59743,59743,3
50443,50443,4
90908,90908,0
27311,27311,3
29363,29363,0
17575,17575,0
48349,48349,1
115798,115798,0
50176,50176,3
8033,8033,3
89200,89200,3
53599,53599,0
2854,2854,3
3288,3288,3
103599,103599,3
123857,123857,0
8924,8924,3
124697,124697,0
128168,128168,3
130009,130009,0
120800,120800,3
33482,33482,0
79514,79514,3
120720,120720,3
102080,102080,0
105944,105944,3
97343,97343,0
55563,55563,3
27107,27107,0
28717,28717,3
4988,4988,3
91720,91720,0
99109,99109,1
123465,123465,3
108238,108238,3
120749,120749,3
116089,116089,3
134600,134600,3
108995,108995,1
39341,39341,0
18355,18355,0
23812,23812,0
98194,98194,3
87966,87966,0
57107,57107,0
64298,64298,0
112890,112890,0
111156,111156,3
43365,43365,3
51872,51872,0
103853,103853,0
32488,32488,0
40783,40783,3
62791,62791,0
18500,18500,0
32365,32365,3
16370,16370,0
93230,93230,3
9314,9314,4
14041,14041,0
60570,60570,1
67513,67513,0
89120,89120,3
104361,104361,3
104136,104136,0
93046,93046,0
49291,49291,0
83522,83522,3
73419,73419,3
83917,83917,3
78489,78489,0
45198,45198,3
62946,62946,0
105291,105291,3
36403,36403,3
24672,24672,3
7524,7524,3
53755,53755,0
120237,120237,3
105826,105826,0
45527,45527,0
31918,31918,3
113025,113025,0
39902,39902,0
81162,81162,0
9485,9485,0
68527,68527,0
16307,16307,0
50068,50068,3
38808,38808,0
96169,96169,2
93648,93648,3
129380,129380,1
91687,91687,0
49624,49624,0
86542,86542,0
40973,40973,0
13215,13215,4
15725,15725,0
2540,2540,0
27665,27665,0
99331,99331,0
28995,28995,3
116128,116128,3
64363,64363,0
102751,102751,0
84802,84802,3
50656,50656,0
24181,24181,0
90951,90951,3
83357,83357,3
134036,134036,0
126513,126513,3
117616,117616,0
65775,65775,0
4515,4515,3
19101,19101,3
123574,123574,3
111559,111559,1
101058,101058,0
49644,49644,0
108837,108837,0
17971,17971,0
98047,98047,0
76081,76081,0
81903,81903,3
123329,123329,0
123501,123501,0
21052,21052,0
66465,66465,3
42554,42554,0
117394,117394,0
24505,24505,0
55613,55613,0
48246,48246,0
29127,29127,3
105874,105874,3
41545,41545,0
14737,14737,0
72515,72515,3
56080,56080,3
92865,92865,3
23879,23879,0
115658,115658,4
28348,28348,3
84773,84773,0
81237,81237,1
8601,8601,0
104017,104017,0
42825,42825,3
127413,127413,3
104914,104914,0
98027,98027,0
54416,54416,0
9214,9214,0
98096,98096,0
46187,46187,3
23603,23603,0
52770,52770,3
130952,130952,0
108260,108260,0
113553,113553,3
85894,85894,0
35821,35821,0
131052,131052,3
186,186,3
119507,119507,1
31680,31680,0
31095,31095,0
64866,64866,0
101931,101931,3
73284,73284,0
6569,6569,3
90017,90017,0
98789,98789,3
21921,21921,3
25915,25915,3
116177,116177,0
99043,99043,1
29474,29474,0
61099,61099,1
120754,120754,3
19620,19620,0
77996,77996,0
49609,49609,3
126879,126879,0
80422,80422,0
36364,36364,1
28278,28278,3
35873,35873,0
102530,102530,3
32204,32204,1
39160,39160,3
18553,18553,3
49924,49924,0
133420,133420,0
3395,3395,3
10197,10197,0
16578,16578,1
41782,41782,0
53831,53831,0
115686,115686,3
132138,132138,0
17478,17478,3
72229,72229,0
76678,76678,1
24523,24523,0
61137,61137,0
130506,130506,0
133756,133756,0
47868,47868,0
118401,118401,3
38361,38361,0
54274,54274,3
78895,78895,0
128794,128794,0
1860,1860,3
88314,88314,0
54817,54817,0
63619,63619,0
128933,128933,0
109244,109244,0
107885,107885,3
129423,129423,0
42173,42173,0
49162,49162,0
31762,31762,3
45340,45340,3
88974,88974,0
113469,113469,0
15991,15991,1
24695,24695,3
113026,113026,3
106044,106044,3
20019,20019,3
14114,14114,3
54128,54128,3
13896,13896,3
93421,93421,3
107280,107280,3
65964,65964,0
105558,105558,1
55783,55783,0
5957,5957,3
98762,98762,3
118441,118441,0
29337,29337,0
97527,97527,0
60685,60685,0
75754,75754,0
46829,46829,3
29528,29528,0
102647,102647,3
26970,26970,0
5223,5223,3
110895,110895,0
64494,64494,3
53837,53837,0
50114,50114,3
59217,59217,3
39948,39948,0
135543,135543,3
8676,8676,3
81810,81810,3
113339,113339,0
106207,106207,0
63142,63142,3
54035,54035,0
101868,101868,0
19858,19858,3
84587,84587,3
89803,89803,0
43943,43943,3
73949,73949,3
74671,74671,0
25326,25326,0
90490,90490,0
2348,2348,3
107715,107715,0
122158,122158,1
29370,29370,0
100685,100685,0
9679,9679,0
47187,47187,3
1880,1880,0
27838,27838,0
84838,84838,3
66061,66061,0
37053,37053,0
16769,16769,3
125632,125632,0
81303,81303,0
85340,85340,0
94557,94557,0
16701,16701,1
49189,49189,3
86418,86418,3
129627,129627,3
32709,32709,3
68770,68770,0
100991,100991,0
12557,12557,0
109849,109849,0
71199,71199,3
91182,91182,0
122865,122865,1
47079,47079,0
99831,99831,0
93407,93407,0
26131,26131,0
33504,33504,0
109980,109980,0
74480,74480,0
40287,40287,3
50431,50431,0
132817,132817,1
64466,64466,4
85407,85407,1
78341,78341,3
121817,121817,3
41654,41654,3
126899,126899,3
31931,31931,3
47932,47932,3
53860,53860,0
25217,25217,3
23136,23136,0
109925,109925,0
113798,113798,0
44382,44382,3
64507,64507,0
128395,128395,0
24033,24033,0
106578,106578,3
39335,39335,3
103829,103829,1
78628,78628,0
81595,81595,0
68994,68994,0
98135,98135,3
46290,46290,0
58240,58240,0
35240,35240,0
90407,90407,0
89757,89757,0
93604,93604,0
102635,102635,3
12621,12621,0
20725,20725,0
15086,15086,3
55185,55185,0
33644,33644,3
61685,61685,1
127996,127996,1
117952,117952,0
80364,80364,0
67456,67456,3
93603,93603,0
117848,117848,3
65739,65739,3
75062,75062,3
111636,111636,1
9281,9281,3
3955,3955,3
24614,24614,0
133062,133062,0
4506,4506,3
113192,113192,0
129568,129568,0
47179,47179,3
21701,21701,1
50173,50173,0
122349,122349,3
41801,41801,0
119302,119302,1
130794,130794,0
31754,31754,3
113825,113825,0
16514,16514,0
67920,67920,3
51494,51494,3
8546,8546,0
114443,114443,0
7969,7969,3
72315,72315,1
117158,117158,1
83396,83396,0
78778,78778,0
118904,118904,3
21069,21069,0
47066,47066,0
42067,42067,3
26748,26748,3
70749,70749,0
18612,18612,3
96600,96600,2
92592,92592,0
54367,54367,1
37378,37378,0
128836,128836,3
77126,77126,0
35211,35211,0
56794,56794,3
114729,114729,0
48520,48520,3
100863,100863,0
56288,56288,0
32060,32060,3
35054,35054,0
126148,126148,0
53393,53393,3
121583,121583,0
130980,130980,3
92006,92006,0
84465,84465,0
76176,76176,3
88107,88107,4
50485,50485,0
79206,79206,0
30939,30939,0
25087,25087,3
11699,11699,3
36084,36084,3
10106,10106,0
72338,72338,0
68338,68338,3
73950,73950,3
123148,123148,0
80657,80657,3
99172,99172,0
43572,43572,4
91261,91261,0
81332,81332,0
109112,109112,3
51820,51820,3
22478,22478,3
105526,105526,1
105266,105266,0
51784,51784,3
50501,50501,0
129831,129831,0
113662,113662,0
121642,121642,4
2040,2040,0
34715,34715,0
55110,55110,3
110876,110876,3
37022,37022,3
64638,64638,3
47944,47944,0
117459,117459,3
125802,125802,0
101301,101301,0
75564,75564,3
40993,40993,0
85645,85645,3
47757,47757,0
133093,133093,0
63938,63938,3
89917,89917,0
120079,120079,0
42899,42899,4
5510,5510,3
35424,35424,3
39294,39294,0
30081,30081,0
27056,27056,0
93292,93292,3
129476,129476,0
75803,75803,3
102776,102776,0
61440,61440,0
26337,26337,3
21290,21290,0
46899,46899,0
60846,60846,0
123255,123255,0
43133,43133,3
46347,46347,1
32260,32260,0
17502,17502,3
114972,114972,0
51502,51502,0
129421,129421,0
101423,101423,3
1176,1176,0
51909,51909,1
14701,14701,1
11203,11203,0
39061,39061,0
132939,132939,3
45036,45036,0
30433,30433,0
115339,115339,0
134472,134472,1
56830,56830,0
11318,11318,0
114262,114262,3
79664,79664,3
2097,2097,3
41888,41888,3
107935,107935,0
10999,10999,3
29746,29746,0
115558,115558,0
86909,86909,0
44731,44731,3
101319,101319,0
82775,82775,0
71293,71293,3
40083,40083,3
99311,99311,3
124384,124384,0
127554,127554,0
62022,62022,0
52867,52867,3
128901,128901,0
123719,123719,0
79245,79245,0
93444,93444,0
93178,93178,1
33360,33360,0
44106,44106,0
135055,135055,0
1230,1230,0
115552,115552,1
23587,23587,0
31968,31968,0
36192,36192,0
22684,22684,0
93900,93900,1
41535,41535,3
74297,74297,0
116853,116853,1
90532,90532,3
59903,59903,3
62725,62725,0
113359,113359,0
38150,38150,3
27498,27498,0
129649,129649,1
134696,134696,0
104376,104376,0
13370,13370,3
118911,118911,0
13757,13757,0
9043,9043,3
58290,58290,3
81940,81940,0
12700,12700,0
59623,59623,3
47005,47005,1
47407,47407,3
51311,51311,0
7242,7242,3
126325,126325,1
112001,112001,0
74129,74129,0
10926,10926,0
82156,82156,0
9639,9639,0
8931,8931,0
7984,7984,3
109690,109690,0
93124,93124,0
25621,25621,0
90923,90923,0
14217,14217,3
50407,50407,1
1430,1430,3
116169,116169,3
37390,37390,1
29964,29964,0
35209,35209,3
35970,35970,1
130438,130438,0
55497,55497,0
9364,9364,0
133816,133816,3
69629,69629,0
66161,66161,3
50779,50779,3
37938,37938,0
134490,134490,3
55548,55548,0
95083,95083,3
59904,59904,3
20362,20362,3
66546,66546,3
133545,133545,3
15152,15152,1
8230,8230,3
83595,83595,1
4190,4190,3
61879,61879,1
36455,36455,1
12829,12829,0
15635,15635,3
56579,56579,0
79867,79867,3
126192,126192,0
64465,64465,0
45445,45445,0
95354,95354,0
52403,52403,3
58740,58740,0
45042,45042,3
68705,68705,1
85433,85433,3
71272,71272,0
29824,29824,0
87107,87107,3
68406,68406,3
4270,4270,3
44351,44351,0
66152,66152,0
109095,109095,0
6595,6595,3
96147,96147,3
125306,125306,0
35161,35161,1
106432,106432,3
1372,1372,0
94405,94405,3
65804,65804,0
84392,84392,3
58041,58041,0
88335,88335,3
64447,64447,1
134262,134262,1
26426,26426,1
101310,101310,0
67473,67473,0
43596,43596,1
44256,44256,3
93489,93489,0
130323,130323,0
104095,104095,0
75284,75284,3
64149,64149,0
5178,5178,3
38042,38042,0
62412,62412,0
67489,67489,3
128348,128348,0
74145,74145,1
112873,112873,3
87319,87319,0
5137,5137,3
117464,117464,1
128570,128570,0
112986,112986,3
70094,70094,0
129873,129873,0
50365,50365,0
67878,67878,0
13557,13557,0
13723,13723,3
116350,116350,1
99004,99004,3
102258,102258,0
30332,30332,0
6956,6956,3
27191,27191,0
105252,105252,0
38033,38033,0
12072,12072,0
109819,109819,1
75274,75274,0
39019,39019,0
115949,115949,0
96282,96282,2
15355,15355,1
39010,39010,0
14050,14050,0
28189,28189,3
61074,61074,3
129527,129527,3
16633,16633,0
120333,120333,0
34878,34878,0
124299,124299,3
121421,121421,0
100574,100574,1
114213,114213,0
5317,5317,3
124550,124550,0
73446,73446,0
52843,52843,0
71920,71920,3
107399,107399,0
1470,1470,3
103575,103575,3
19792,19792,3
35468,35468,3
4779,4779,3
60183,60183,0
6209,6209,3
543,543,0
43633,43633,0
128031,128031,3
12116,12116,0
132862,132862,3
79231,79231,0
31617,31617,0
24095,24095,3
81847,81847,1
9904,9904,0
83334,83334,0
28257,28257,3
52153,52153,3
104524,104524,3
127357,127357,3
86867,86867,3
51540,51540,3
83379,83379,0
18125,18125,0
62187,62187,0
101179,101179,3
38466,38466,3
134700,134700,0
27977,27977,3
84827,84827,0
6491,6491,3
76807,76807,0
119472,119472,3
66902,66902,3
97442,97442,0
84434,84434,0
91943,91943,3
133634,133634,3
63200,63200,3
102117,102117,3
24528,24528,0
15984,15984,3
104499,104499,0
127112,127112,0
126985,126985,0
65495,65495,0
80320,80320,3
73504,73504,3
64468,64468,0
60456,60456,3
92660,92660,0
68886,68886,0
72513,72513,0
25254,25254,0
109114,109114,0
77238,77238,3
25031,25031,0
113638,113638,3
99787,99787,0
63966,63966,0
111132,111132,0
107004,107004,3
96349,96349,2
23020,23020,0
54071,54071,3
92980,92980,3
69605,69605,0
39736,39736,0
125639,125639,3
21504,21504,1
80805,80805,3
50032,50032,3
40514,40514,3
15666,15666,0
12435,12435,0
64072,64072,0
120317,120317,3
23373,23373,1
2591,2591,0
108044,108044,0
75119,75119,0
106576,106576,3
40598,40598,3
24369,24369,0
125081,125081,0
108360,108360,0
104255,104255,0
20969,20969,1
48143,48143,0
97105,97105,2
106380,106380,0
131823,131823,1
38472,38472,0
72122,72122,3
19609,19609,3
7473,7473,3
50383,50383,3
75782,75782,3
123087,123087,3
117571,117571,3
20503,20503,1
61655,61655,3
128131,128131,0
38018,38018,3
93161,93161,0
9561,9561,3
22180,22180,0
127786,127786,0
107753,107753,3
80144,80144,3
19653,19653,3
59637,59637,3
20356,20356,0
55389,55389,3
71575,71575,0
77296,77296,3
62281,62281,3
115225,115225,3
12560,12560,3
110118,110118,1
15661,15661,0
34438,34438,0
30234,30234,0
68142,68142,3
81488,81488,3
39311,39311,3
26262,26262,0
32538,32538,0
104664,104664,3
36518,36518,3
91973,91973,3
25242,25242,0
134541,134541,3
129371,129371,1
41180,41180,3
125724,125724,0
36354,36354,3
120570,120570,3
105441,105441,3
104071,104071,0
101016,101016,3
94833,94833,3
114957,114957,0
71470,71470,0
24096,24096,0
68701,68701,3
42713,42713,3
43975,43975,3
87576,87576,3
42562,42562,3
24280,24280,1
133704,133704,3
61315,61315,3
21222,21222,3
9602,9602,0
43684,43684,3
63054,63054,3
95783,95783,3
94625,94625,0
65144,65144,1
62561,62561,0
131684,131684,0
106162,106162,0
46751,46751,1
116945,116945,0
49709,49709,3
112210,112210,3
37445,37445,3
70900,70900,0
126086,126086,3
32075,32075,0
88473,88473,3
14252,14252,3
76005,76005,0
126725,126725,0
93719,93719,0
80660,80660,0
108773,108773,3
39151,39151,0
90252,90252,0
110898,110898,3
74257,74257,0
41711,41711,3
26163,26163,3
125577,125577,0
15750,15750,1
72106,72106,1
123225,123225,3
43669,43669,0
970,970,0
27625,27625,3
74505,74505,0
78063,78063,3
93643,93643,3
44663,44663,1
41595,41595,0
129326,129326,0
21467,21467,3
98953,98953,0
21132,21132,0
33046,33046,3
37105,37105,3
103923,103923,3
90097,90097,3
35782,35782,1
113806,113806,3
29239,29239,0
89029,89029,1
14473,14473,0
128685,128685,1
20832,20832,1
120981,120981,0
52511,52511,0
98272,98272,3
117813,117813,3
87068,87068,3
16319,16319,3
61368,61368,3
133180,133180,0
47720,47720,0
115958,115958,0
49453,49453,3
130087,130087,3
16672,16672,3
81801,81801,0
10817,10817,3
28177,28177,3
55579,55579,3
79762,79762,0
131237,131237,0
30259,30259,0
124755,124755,0
124294,124294,0
127149,127149,3
87934,87934,0
109845,109845,1
101413,101413,0
93273,93273,0
83548,83548,0
121235,121235,0
118386,118386,3
79480,79480,0
43449,43449,3
78827,78827,3
110620,110620,0
101667,101667,0
7730,7730,3
30217,30217,0
41735,41735,3
3795,3795,3
40065,40065,3
38145,38145,0
134228,134228,0
85369,85369,3
69688,69688,3
6597,6597,3
85018,85018,0
99858,99858,0
54495,54495,3
122831,122831,0
24728,24728,0
125600,125600,1
56487,56487,3
90384,90384,0
60761,60761,1
53985,53985,0
94816,94816,3
