,2,27,36,37
32085,0.23529411764705882,1.0,0.0,0.01
118143,0.23529411764705882,1.0,0.0,0.0
21916,0.23529411764705882,1.0,0.0,0.0
57247,0.23529411764705882,0.01,0.01,0.0
60523,0.23529411764705882,1.0,0.0,0.0
96996,0.8823529411764706,0.0,1.0,1.0
131138,0.23529411764705882,1.0,0.0,0.0
50339,0.23529411764705882,1.0,0.0,0.0
41163,0.7058823529411764,0.02,0.99,1.0
72780,0.7058823529411764,0.06,1.0,1.0
114225,0.23529411764705882,1.0,0.0,0.0
42362,0.7058823529411764,0.16,1.0,1.0
62675,0.23529411764705882,1.0,0.02,0.0
81732,0.23529411764705882,0.18,0.0,0.0
96076,0.23529411764705882,1.0,0.0,0.0
19532,0.7058823529411764,0.02,1.0,1.0
67244,0.7058823529411764,1.0,0.99,0.69
42487,0.8823529411764706,0.06,0.0,0.0
38720,0.23529411764705882,1.0,0.0,0.0
96798,0.8823529411764706,0.0,1.0,1.0
73111,0.8823529411764706,0.02,0.0,0.0
134654,0.7058823529411764,0.08,1.0,1.0
133773,0.7058823529411764,0.06,1.0,1.0
33451,0.23529411764705882,1.0,0.02,0.0
107107,0.23529411764705882,1.0,0.0,0.0
35446,0.23529411764705882,1.0,0.08,0.01
108827,0.8823529411764706,0.04,0.0,0.0
35752,0.23529411764705882,1.0,0.0,0.0
102977,0.23529411764705882,1.0,0.0,0.0
87976,0.7058823529411764,0.12,1.0,1.0
29763,0.23529411764705882,1.0,0.0,0.0
54532,0.23529411764705882,1.0,0.0,0.0
46631,0.23529411764705882,1.0,0.0,0.0
38868,0.23529411764705882,1.0,0.0,0.0
107724,0.8823529411764706,0.05,0.0,0.0
131116,0.23529411764705882,0.5,0.0,0.0
98079,0.23529411764705882,1.0,0.0,0.0
89177,0.23529411764705882,1.0,0.0,0.0
6,0.7058823529411764,0.05,1.0,1.0
118211,0.23529411764705882,1.0,0.0,0.0
132324,1.0,1.0,0.0,0.0
93644,0.23529411764705882,1.0,0.0,0.0
20938,0.7058823529411764,0.25,1.0,1.0
11495,0.7058823529411764,0.24,1.0,1.0
97873,0.0,1.0,0.94,1.0
115535,0.23529411764705882,1.0,0.03,0.0
65364,0.8823529411764706,1.0,0.0,0.11
42767,0.7058823529411764,0.15,1.0,1.0
109898,0.23529411764705882,1.0,0.0,0.0
18255,0.23529411764705882,1.0,0.0,0.0
25888,0.23529411764705882,1.0,0.0,0.0
38820,0.23529411764705882,1.0,0.0,0.0
103722,0.7058823529411764,0.04,1.0,1.0
59694,0.7058823529411764,0.13,1.0,1.0
1601,0.7058823529411764,0.12,1.0,1.0
105123,0.23529411764705882,1.0,0.0,0.0
20029,0.7058823529411764,0.21,1.0,1.0
20785,0.23529411764705882,1.0,0.0,0.0
66556,0.9411764705882353,0.08,0.0,0.0
48007,0.23529411764705882,1.0,0.0,0.0
12177,1.0,1.0,0.0,0.0
83969,0.23529411764705882,1.0,0.0,0.0
97331,0.5294117647058824,1.0,0.5,0.5
73438,0.7058823529411764,0.06,1.0,1.0
14282,0.7058823529411764,0.02,1.0,1.0
128850,0.23529411764705882,1.0,0.0,0.0
127155,0.7058823529411764,1.0,0.98,0.96
39181,0.8823529411764706,0.0,0.0,0.0
126230,0.23529411764705882,1.0,0.0,0.0
49149,0.7058823529411764,0.05,1.0,1.0
129905,0.7058823529411764,0.08,1.0,1.0
67975,0.7058823529411764,0.06,1.0,1.0
30737,0.9411764705882353,1.0,0.0,0.0
24874,0.7058823529411764,0.1,1.0,1.0
13889,0.23529411764705882,1.0,0.0,0.0
88279,0.23529411764705882,0.86,0.0,0.0
67069,0.7058823529411764,0.31,1.0,1.0
110179,0.23529411764705882,1.0,0.0,0.0
39159,0.23529411764705882,1.0,0.0,0.0
28513,0.7058823529411764,1.0,1.0,1.0
45386,0.7058823529411764,0.16,1.0,1.0
38793,0.23529411764705882,0.5,0.0,0.01
93107,0.23529411764705882,1.0,0.0,0.0
62708,0.8823529411764706,0.1,0.0,0.0
100542,0.23529411764705882,1.0,0.0,0.0
112313,0.23529411764705882,1.0,0.0,0.0
18933,0.7058823529411764,0.07,1.0,1.0
48330,0.23529411764705882,1.0,0.0,0.0
31897,0.8823529411764706,0.14,0.0,0.0
82834,0.23529411764705882,1.0,0.0,0.0
68992,0.8823529411764706,1.0,0.0,0.0
51850,0.23529411764705882,1.0,0.0,0.0
46637,0.7058823529411764,0.08,1.0,1.0
92354,0.9411764705882353,0.02,0.0,0.0
10100,0.23529411764705882,1.0,0.0,0.0
110326,0.23529411764705882,0.17,0.0,0.0
129100,0.23529411764705882,1.0,0.0,0.0
105335,0.23529411764705882,1.0,0.0,0.0
82415,0.7058823529411764,0.03,1.0,1.0
15191,0.23529411764705882,1.0,0.0,0.0
12498,0.7058823529411764,0.88,1.0,1.0
59478,0.23529411764705882,1.0,0.0,0.0
82512,0.23529411764705882,1.0,0.0,0.0
56871,0.23529411764705882,1.0,0.09,0.0
70981,0.7058823529411764,0.16,1.0,1.0
104589,0.23529411764705882,1.0,0.0,0.0
100731,0.23529411764705882,0.14,0.0,0.0
97967,0.7058823529411764,0.21,1.0,1.0
52623,0.23529411764705882,1.0,0.0,0.0
23477,0.23529411764705882,1.0,0.0,0.0
92891,0.23529411764705882,1.0,0.0,0.0
113861,0.7058823529411764,0.05,1.0,1.0
97081,0.8823529411764706,0.0,1.0,1.0
73225,0.7058823529411764,0.04,1.0,1.0
67388,0.23529411764705882,1.0,0.0,0.0
124368,0.23529411764705882,1.0,0.0,0.0
36589,0.8823529411764706,0.05,0.0,0.0
52946,0.23529411764705882,1.0,0.0,0.0
40307,0.23529411764705882,1.0,0.0,0.0
114891,0.23529411764705882,1.0,0.0,0.0
92294,0.7058823529411764,0.02,1.0,1.0
88171,0.23529411764705882,1.0,0.0,0.0
42080,0.23529411764705882,1.0,0.0,0.0
123249,0.23529411764705882,1.0,0.0,0.0
95211,0.23529411764705882,1.0,0.0,0.0
77875,0.23529411764705882,1.0,0.0,0.0
123665,0.23529411764705882,1.0,0.0,0.0
76023,0.7058823529411764,0.1,0.91,1.0
82728,0.23529411764705882,1.0,0.0,0.0
45038,0.7058823529411764,0.08,1.0,1.0
20118,0.23529411764705882,1.0,0.0,0.0
34296,0.23529411764705882,1.0,0.0,0.0
29874,0.23529411764705882,1.0,0.0,0.0
88405,0.7058823529411764,0.14,1.0,1.0
120993,0.7058823529411764,0.07,1.0,1.0
83060,0.7058823529411764,0.25,1.0,1.0
78240,0.23529411764705882,1.0,0.0,0.0
19086,0.23529411764705882,1.0,0.0,0.0
22101,0.7058823529411764,0.08,1.0,1.0
69710,0.23529411764705882,1.0,0.0,0.0
43410,0.23529411764705882,1.0,0.0,0.0
13347,0.8823529411764706,0.04,0.0,0.0
5301,0.7058823529411764,1.0,1.0,1.0
48793,1.0,1.0,0.0,0.0
26578,0.7058823529411764,0.01,1.0,1.0
54100,0.23529411764705882,1.0,0.02,0.0
40708,0.23529411764705882,1.0,0.0,0.0
123752,0.23529411764705882,1.0,0.0,0.0
66804,0.23529411764705882,1.0,0.0,0.0
100638,0.7058823529411764,0.0,1.0,1.0
126632,0.7058823529411764,0.02,1.0,1.0
96460,0.8823529411764706,0.0,1.0,1.0
122120,0.7058823529411764,0.02,1.0,1.0
56740,0.7058823529411764,0.03,1.0,1.0
131227,0.7058823529411764,0.01,1.0,1.0
124782,0.23529411764705882,1.0,0.0,0.0
100076,0.7058823529411764,0.03,1.0,1.0
132006,0.23529411764705882,1.0,0.0,0.0
124349,0.23529411764705882,1.0,0.0,0.0
129630,0.7058823529411764,0.15,1.0,1.0
72461,0.23529411764705882,1.0,0.0,0.0
29590,0.23529411764705882,1.0,0.32,0.32
111378,0.7058823529411764,0.03,1.0,1.0
133418,0.23529411764705882,1.0,0.0,0.0
96040,0.23529411764705882,1.0,0.0,0.0
87029,0.23529411764705882,1.0,0.02,0.01
69072,0.23529411764705882,1.0,0.0,0.0
110237,0.7058823529411764,0.02,1.0,1.0
33263,0.23529411764705882,1.0,0.0,0.0
9657,0.7058823529411764,0.02,1.0,1.0
90417,0.23529411764705882,0.5,0.0,0.0
97302,0.23529411764705882,1.0,0.0,0.0
2150,0.23529411764705882,1.0,0.0,0.0
73563,0.23529411764705882,1.0,0.0,0.0
60715,0.8823529411764706,1.0,0.0,0.0
104670,0.23529411764705882,1.0,0.0,0.0
112188,0.7058823529411764,0.01,1.0,1.0
49839,0.23529411764705882,1.0,0.0,0.0
3637,0.7058823529411764,1.0,1.0,1.0
583,0.23529411764705882,1.0,0.0,0.0
80720,0.7058823529411764,0.03,1.0,1.0
96610,0.8823529411764706,0.0,1.0,1.0
135004,0.23529411764705882,1.0,0.0,0.01
22151,0.23529411764705882,1.0,0.0,0.0
56218,0.23529411764705882,1.0,0.0,0.0
117413,0.23529411764705882,1.0,0.0,0.0
12444,0.23529411764705882,1.0,0.0,0.0
106646,0.23529411764705882,1.0,0.0,0.0
48264,0.7058823529411764,0.16,1.0,1.0
7675,0.7058823529411764,1.0,1.0,1.0
68270,0.23529411764705882,1.0,0.0,0.0
70529,0.7058823529411764,0.12,1.0,1.0
131208,0.23529411764705882,1.0,0.0,0.0
41401,0.23529411764705882,1.0,0.0,0.0
14653,0.9411764705882353,0.01,0.0,0.0
66394,0.7058823529411764,0.03,1.0,1.0
64324,0.23529411764705882,1.0,0.01,0.0
19210,0.23529411764705882,1.0,0.0,0.0
129802,0.8823529411764706,1.0,0.01,0.01
29601,0.1764705882352941,1.0,0.0,0.0
101307,0.23529411764705882,1.0,0.0,0.0
135263,0.7058823529411764,0.03,1.0,1.0
27952,0.7058823529411764,1.0,1.0,1.0
72153,0.23529411764705882,1.0,0.0,0.0
12109,0.8823529411764706,0.1,0.0,0.0
97080,0.8823529411764706,0.0,1.0,1.0
21751,0.23529411764705882,1.0,0.0,0.0
37086,0.7058823529411764,0.03,1.0,1.0
133979,0.23529411764705882,1.0,0.0,0.0
39222,0.7058823529411764,0.15,1.0,1.0
111607,0.23529411764705882,1.0,0.0,0.0
77788,0.23529411764705882,1.0,0.0,0.0
78200,0.7058823529411764,0.09,1.0,1.0
121801,0.7058823529411764,0.07,1.0,1.0
111076,0.7058823529411764,0.25,1.0,1.0
47930,0.8823529411764706,0.0,0.1,0.0
68809,0.7058823529411764,0.08,1.0,1.0
128466,0.23529411764705882,1.0,0.0,0.0
108889,0.23529411764705882,1.0,0.0,0.0
69441,0.7058823529411764,0.02,1.0,1.0
51822,0.23529411764705882,1.0,0.0,0.0
18639,0.7058823529411764,0.36,1.0,1.0
34018,0.23529411764705882,1.0,0.0,0.0
52949,0.7058823529411764,0.08,1.0,1.0
40182,0.23529411764705882,1.0,0.01,0.01
102621,0.23529411764705882,1.0,0.0,0.0
39829,0.7058823529411764,0.02,1.0,1.0
38539,0.23529411764705882,1.0,0.0,0.0
25112,0.23529411764705882,1.0,0.0,0.0
114863,0.23529411764705882,1.0,0.0,0.0
94242,0.23529411764705882,1.0,0.01,0.01
26883,0.23529411764705882,1.0,0.0,0.0
66867,1.0,1.0,0.0,0.0
49702,0.7058823529411764,0.05,1.0,1.0
128546,0.23529411764705882,1.0,0.01,0.01
108925,0.23529411764705882,1.0,0.0,0.0
86776,0.7058823529411764,0.09,1.0,1.0
71022,0.23529411764705882,1.0,0.0,0.0
107072,0.23529411764705882,1.0,0.0,0.0
122790,0.23529411764705882,1.0,0.0,0.0
30271,0.23529411764705882,1.0,0.5,0.5
23379,0.7058823529411764,0.23,1.0,1.0
33866,0.23529411764705882,1.0,0.0,0.0
78235,0.7058823529411764,0.44,1.0,1.0
74164,0.7058823529411764,0.01,1.0,1.0
59106,0.23529411764705882,0.5,0.0,0.0
23645,0.23529411764705882,1.0,0.0,0.0
132738,1.0,1.0,0.0,0.0
36381,0.23529411764705882,1.0,0.01,0.0
46295,0.7058823529411764,0.03,1.0,1.0
122393,0.23529411764705882,1.0,0.0,0.0
90592,0.23529411764705882,1.0,0.0,0.0
6372,0.7058823529411764,1.0,1.0,1.0
97096,0.8823529411764706,0.0,1.0,1.0
59109,0.23529411764705882,1.0,0.0,0.0
40823,0.7058823529411764,0.07,1.0,1.0
79715,0.7058823529411764,0.07,1.0,1.0
116992,0.23529411764705882,1.0,0.0,0.0
34026,0.7058823529411764,0.12,1.0,1.0
47964,0.7058823529411764,0.14,1.0,1.0
16940,0.8823529411764706,0.0,0.25,0.0
96697,0.8823529411764706,0.0,0.99,1.0
20755,0.23529411764705882,1.0,0.0,0.0
130887,0.23529411764705882,1.0,0.0,0.0
91286,0.23529411764705882,1.0,0.0,0.0
39602,0.7058823529411764,0.03,1.0,1.0
111123,0.23529411764705882,1.0,0.0,0.01
133654,0.23529411764705882,1.0,0.0,0.0
80449,0.23529411764705882,1.0,0.0,0.0
42915,0.23529411764705882,0.99,0.0,0.0
118142,0.23529411764705882,1.0,0.0,0.0
52821,0.7058823529411764,0.09,1.0,1.0
100070,0.23529411764705882,1.0,0.0,0.0
71815,0.7058823529411764,0.06,1.0,1.0
122338,0.8823529411764706,0.0,0.1,0.0
13234,0.8823529411764706,0.0,0.12,0.0
40854,0.23529411764705882,1.0,0.0,0.0
34000,0.7058823529411764,0.04,1.0,1.0
56040,0.23529411764705882,1.0,0.05,0.0
28939,0.7058823529411764,1.0,1.0,1.0
128785,0.23529411764705882,1.0,0.0,0.0
113749,0.7058823529411764,1.0,0.98,0.43
24276,0.23529411764705882,1.0,0.0,0.0
98752,0.23529411764705882,1.0,0.0,0.0
33382,0.8823529411764706,0.5,0.0,0.0
109260,0.23529411764705882,1.0,0.0,0.0
65389,0.7058823529411764,0.02,1.0,1.0
87775,0.7058823529411764,0.1,1.0,1.0
51082,0.47058823529411764,1.0,0.01,0.0
76442,0.23529411764705882,1.0,0.0,0.0
29184,0.7058823529411764,1.0,1.0,1.0
125958,0.23529411764705882,1.0,0.0,0.0
116242,0.23529411764705882,1.0,0.0,0.0
24657,0.23529411764705882,1.0,0.0,0.0
40024,0.23529411764705882,1.0,0.0,0.0
59720,0.23529411764705882,0.08,0.0,0.0
37356,0.23529411764705882,1.0,0.0,0.0
96640,0.8823529411764706,0.0,1.0,1.0
1897,0.7058823529411764,0.01,1.0,1.0
98253,0.23529411764705882,1.0,0.0,0.0
75361,0.7058823529411764,0.08,1.0,1.0
66301,0.23529411764705882,1.0,0.0,0.0
27672,0.8823529411764706,0.0,0.12,0.0
29992,0.7058823529411764,1.0,1.0,1.0
81791,0.8823529411764706,0.0,0.07,0.0
39771,0.7058823529411764,0.07,1.0,1.0
23729,0.23529411764705882,1.0,0.0,0.0
126087,0.23529411764705882,1.0,0.0,0.0
52626,0.23529411764705882,1.0,0.0,0.0
104047,0.23529411764705882,1.0,0.0,0.0
67024,0.23529411764705882,1.0,0.0,0.0
118700,0.23529411764705882,1.0,0.0,0.01
29993,0.23529411764705882,1.0,0.0,0.0
43610,0.23529411764705882,1.0,0.0,0.0
42818,0.23529411764705882,1.0,0.0,0.0
61520,0.23529411764705882,1.0,0.0,0.0
74150,0.7058823529411764,0.07,1.0,1.0
99321,0.23529411764705882,1.0,0.0,0.0
84561,0.23529411764705882,1.0,0.0,0.0
26319,0.23529411764705882,1.0,0.0,0.0
39497,0.7058823529411764,0.01,1.0,1.0
94511,0.23529411764705882,1.0,0.0,0.0
98038,0.23529411764705882,1.0,0.0,0.0
23888,0.8823529411764706,1.0,0.0,0.0
49614,0.23529411764705882,1.0,0.0,0.0
99120,0.23529411764705882,1.0,0.0,0.0
47430,0.23529411764705882,1.0,0.0,0.0
5468,0.7058823529411764,1.0,1.0,1.0
36454,0.7058823529411764,0.02,1.0,1.0
80104,0.7058823529411764,0.06,1.0,1.0
44238,0.7058823529411764,0.01,0.9,1.0
93839,0.23529411764705882,1.0,0.0,0.01
101802,0.23529411764705882,1.0,0.0,0.0
97926,0.7058823529411764,0.02,1.0,1.0
121449,0.23529411764705882,1.0,0.0,0.0
68347,0.23529411764705882,1.0,0.0,0.0
5136,0.7058823529411764,1.0,1.0,1.0
121624,0.7058823529411764,0.07,1.0,1.0
102239,0.23529411764705882,1.0,0.0,0.0
86510,1.0,1.0,0.0,0.0
60404,0.23529411764705882,1.0,0.0,0.0
100043,0.23529411764705882,1.0,0.0,0.0
120159,0.23529411764705882,1.0,0.0,0.0
86242,0.23529411764705882,1.0,0.0,0.0
132700,0.7058823529411764,0.09,1.0,1.0
12404,0.23529411764705882,1.0,0.01,0.01
48159,0.23529411764705882,1.0,0.0,0.0
94712,0.23529411764705882,1.0,0.0,0.0
43691,0.7058823529411764,0.02,1.0,1.0
124937,0.23529411764705882,0.96,0.0,0.0
50181,0.7058823529411764,0.03,1.0,1.0
121749,0.23529411764705882,1.0,0.0,0.0
84,0.23529411764705882,1.0,0.0,0.0
58996,0.7058823529411764,0.06,1.0,1.0
58260,0.23529411764705882,1.0,0.0,0.0
105217,0.7058823529411764,0.06,1.0,1.0
27181,0.23529411764705882,1.0,0.0,0.0
56602,0.23529411764705882,1.0,0.0,0.0
63087,0.23529411764705882,1.0,0.0,0.0
129320,0.23529411764705882,1.0,0.0,0.0
128069,0.23529411764705882,1.0,0.0,0.0
116701,0.23529411764705882,1.0,0.0,0.0
93424,0.7058823529411764,0.11,1.0,1.0
79989,0.7058823529411764,0.07,1.0,1.0
134399,0.23529411764705882,1.0,0.0,0.0
104151,0.23529411764705882,1.0,0.0,0.0
94120,0.8823529411764706,0.04,0.0,0.0
73480,0.7058823529411764,0.06,1.0,1.0
39373,0.23529411764705882,1.0,0.0,0.0
46042,0.23529411764705882,1.0,0.0,0.0
60740,0.23529411764705882,1.0,0.0,0.0
121791,0.23529411764705882,1.0,0.0,0.0
57667,0.7058823529411764,1.0,0.98,0.41
40457,0.23529411764705882,0.5,0.0,0.0
102649,0.23529411764705882,1.0,0.0,0.0
22627,0.8823529411764706,0.01,0.0,0.0
45308,0.7058823529411764,0.11,1.0,1.0
94552,0.7058823529411764,0.04,1.0,1.0
81287,0.23529411764705882,0.12,0.0,0.0
59465,0.23529411764705882,0.67,0.0,0.0
4774,0.7058823529411764,1.0,1.0,1.0
132435,0.8823529411764706,0.14,0.0,0.0
92911,0.7058823529411764,0.01,1.0,1.0
92302,0.23529411764705882,1.0,0.0,0.0
119006,0.7058823529411764,0.05,1.0,1.0
108653,0.23529411764705882,1.0,0.02,0.01
123340,0.23529411764705882,1.0,0.0,0.0
12180,0.23529411764705882,1.0,0.0,0.0
131715,0.23529411764705882,1.0,0.0,0.0
84992,0.23529411764705882,1.0,0.0,0.0
93897,0.7058823529411764,0.07,1.0,1.0
112771,0.23529411764705882,1.0,0.0,0.0
122877,0.7058823529411764,0.13,1.0,1.0
87207,0.23529411764705882,1.0,0.0,0.01
128329,0.7058823529411764,0.11,1.0,1.0
81618,0.23529411764705882,1.0,0.0,0.0
80850,0.7058823529411764,0.11,1.0,1.0
61757,0.23529411764705882,1.0,0.0,0.0
17660,0.23529411764705882,0.0,0.0,0.0
23930,0.23529411764705882,1.0,0.0,0.0
39468,0.7058823529411764,0.06,0.89,1.0
45381,0.7058823529411764,0.03,1.0,1.0
53481,0.23529411764705882,1.0,0.0,0.0
95147,0.7058823529411764,0.06,1.0,1.0
85298,0.23529411764705882,1.0,0.0,0.0
14495,0.7058823529411764,0.01,1.0,1.0
89060,0.23529411764705882,1.0,0.0,0.0
98385,0.23529411764705882,1.0,0.0,0.0
109593,0.7058823529411764,0.05,1.0,1.0
39534,0.23529411764705882,1.0,0.0,0.0
54613,0.23529411764705882,1.0,0.0,0.0
129125,0.8823529411764706,1.0,0.01,0.0
65641,0.23529411764705882,1.0,0.0,0.0
43518,0.23529411764705882,0.99,0.0,0.0
28871,0.7058823529411764,1.0,1.0,1.0
10754,0.7058823529411764,0.01,1.0,1.0
88731,0.8823529411764706,0.0,0.08,0.0
538,0.7058823529411764,1.0,0.93,0.05
46930,0.7058823529411764,0.15,1.0,1.0
774,0.23529411764705882,1.0,0.0,0.0
32250,0.8823529411764706,0.5,0.0,0.0
131230,0.23529411764705882,1.0,0.0,0.0
72442,0.7058823529411764,0.04,1.0,1.0
77774,0.23529411764705882,1.0,0.01,0.02
21518,0.23529411764705882,1.0,0.0,0.0
78348,0.23529411764705882,1.0,0.0,0.0
76860,0.23529411764705882,1.0,0.0,0.0
82039,0.23529411764705882,1.0,0.0,0.0
74180,0.7058823529411764,0.06,1.0,1.0
76190,0.23529411764705882,1.0,0.0,0.0
28929,0.7058823529411764,1.0,1.0,1.0
21112,0.23529411764705882,1.0,0.0,0.0
76402,0.23529411764705882,1.0,0.0,0.0
133832,0.23529411764705882,1.0,0.0,0.0
40248,0.8823529411764706,0.25,0.0,0.0
76890,0.8823529411764706,0.0,0.08,0.0
17156,0.23529411764705882,1.0,0.0,0.0
96321,0.8823529411764706,0.0,0.98,1.0
61671,0.23529411764705882,1.0,0.0,0.0
92814,0.7058823529411764,0.05,1.0,1.0
62174,0.7058823529411764,0.01,1.0,1.0
67007,0.7058823529411764,0.08,1.0,1.0
88115,0.9411764705882353,0.07,0.0,0.0
54094,0.23529411764705882,1.0,0.0,0.0
132851,0.23529411764705882,1.0,0.0,0.0
111582,0.7058823529411764,0.0,1.0,1.0
3898,0.7058823529411764,1.0,1.0,1.0
8407,0.7058823529411764,1.0,1.0,1.0
122305,0.8823529411764706,0.04,0.0,0.0
83225,0.8823529411764706,0.07,0.0,0.0
50015,1.0,1.0,0.0,0.0
94945,0.23529411764705882,1.0,0.0,0.0
75781,0.23529411764705882,1.0,0.0,0.0
51830,0.8823529411764706,0.0,0.1,0.0
14312,0.7058823529411764,0.03,1.0,1.0
60187,0.8823529411764706,0.17,0.0,0.0
132519,0.7058823529411764,0.09,1.0,1.0
16448,0.23529411764705882,1.0,0.0,0.0
80703,0.23529411764705882,1.0,0.0,0.0
128879,0.23529411764705882,1.0,0.0,0.0
16146,0.23529411764705882,1.0,0.0,0.0
30182,0.7058823529411764,1.0,1.0,1.0
23340,0.23529411764705882,1.0,0.0,0.0
18211,0.23529411764705882,1.0,0.0,0.0
64255,0.23529411764705882,1.0,0.0,0.0
52266,0.23529411764705882,1.0,0.0,0.0
89142,1.0,1.0,0.0,0.0
27762,0.23529411764705882,1.0,0.0,0.0
109477,1.0,1.0,0.0,0.0
16960,0.23529411764705882,1.0,0.0,0.0
88410,0.23529411764705882,1.0,0.0,0.02
47910,0.8823529411764706,0.1,0.0,0.0
85395,0.23529411764705882,1.0,0.0,0.0
22115,0.8823529411764706,1.0,0.0,0.0
71043,0.7058823529411764,0.13,1.0,1.0
105966,0.23529411764705882,1.0,0.0,0.0
66523,0.23529411764705882,1.0,0.0,0.0
95836,0.8823529411764706,0.13,0.0,0.0
34785,0.8823529411764706,0.03,0.0,0.0
6764,0.7058823529411764,1.0,1.0,1.0
51776,0.23529411764705882,1.0,0.0,0.0
128381,0.23529411764705882,0.99,0.0,0.0
119582,0.23529411764705882,1.0,0.0,0.0
49484,0.7058823529411764,0.01,1.0,1.0
10699,0.9411764705882353,0.08,0.0,0.0
6037,0.7058823529411764,1.0,1.0,1.0
45530,0.23529411764705882,1.0,0.0,0.0
69786,1.0,1.0,0.0,0.0
38400,0.7058823529411764,0.01,1.0,1.0
129058,0.8823529411764706,0.12,0.0,0.0
130917,0.47058823529411764,1.0,0.06,0.33
104162,0.8823529411764706,1.0,0.0,0.0
57245,0.23529411764705882,1.0,0.0,0.0
11990,0.7058823529411764,0.02,1.0,1.0
73076,0.7058823529411764,0.07,1.0,1.0
97944,0.23529411764705882,1.0,0.0,0.0
18489,0.23529411764705882,1.0,0.0,0.0
20871,0.23529411764705882,1.0,0.0,0.0
104989,0.47058823529411764,1.0,0.25,0.0
8868,0.7058823529411764,0.15,1.0,1.0
76239,0.23529411764705882,0.01,0.0,0.0
134539,0.23529411764705882,1.0,0.0,0.0
106396,0.7058823529411764,0.06,1.0,1.0
91895,0.23529411764705882,1.0,0.0,0.0
66111,0.8823529411764706,0.01,0.0,0.0
67285,0.7058823529411764,0.01,1.0,1.0
109486,0.23529411764705882,1.0,0.0,0.0
98745,0.23529411764705882,1.0,0.0,0.0
112408,0.23529411764705882,1.0,0.0,0.0
134324,0.0,1.0,0.88,1.0
50926,0.23529411764705882,1.0,0.0,0.0
133133,0.23529411764705882,1.0,0.0,0.0
95660,0.23529411764705882,1.0,0.0,0.01
81209,0.23529411764705882,0.2,0.0,0.0
120143,0.23529411764705882,1.0,0.0,0.0
28924,0.7058823529411764,1.0,1.0,1.0
74510,0.7058823529411764,0.01,1.0,1.0
115849,0.23529411764705882,1.0,0.0,0.0
130130,0.23529411764705882,1.0,0.0,0.0
119271,0.8823529411764706,0.01,0.0,0.0
43655,0.7058823529411764,0.12,1.0,1.0
4594,0.7058823529411764,1.0,1.0,1.0
90037,0.8823529411764706,0.01,0.0,0.0
20714,0.23529411764705882,1.0,0.0,0.0
89168,0.23529411764705882,0.33,0.0,0.0
110132,0.23529411764705882,1.0,0.0,0.0
52732,0.23529411764705882,0.5,0.0,0.0
120290,0.23529411764705882,1.0,0.0,0.0
57279,0.23529411764705882,1.0,0.0,0.0
88611,0.7058823529411764,0.06,1.0,1.0
48554,0.23529411764705882,1.0,0.0,0.0
91841,0.7058823529411764,0.05,1.0,1.0
112117,0.23529411764705882,1.0,0.0,0.0
4327,0.7058823529411764,1.0,1.0,1.0
1216,0.7058823529411764,0.11,1.0,1.0
60186,0.23529411764705882,1.0,0.0,0.0
101216,0.23529411764705882,1.0,0.0,0.0
101255,0.8823529411764706,0.01,0.0,0.0
13927,0.23529411764705882,1.0,0.0,0.0
65715,0.23529411764705882,1.0,0.0,0.0
17658,0.23529411764705882,1.0,0.0,0.0
39109,0.23529411764705882,1.0,0.0,0.0
49298,0.23529411764705882,1.0,0.0,0.0
11142,0.7058823529411764,0.02,1.0,1.0
69305,0.7058823529411764,0.04,1.0,1.0
30152,0.5294117647058824,1.0,0.28,0.28
72439,0.0,1.0,0.97,1.0
26352,0.23529411764705882,1.0,0.0,0.0
27854,0.23529411764705882,1.0,0.0,0.0
91253,0.8823529411764706,1.0,0.01,0.0
62647,0.23529411764705882,1.0,0.0,0.0
1890,0.23529411764705882,0.75,0.17,0.0
18226,0.23529411764705882,1.0,0.0,0.0
12963,0.7058823529411764,0.03,1.0,1.0
86400,0.23529411764705882,0.12,0.0,0.0
63294,0.23529411764705882,1.0,0.0,0.0
36424,0.23529411764705882,1.0,0.0,0.0
84427,0.8823529411764706,1.0,0.0,0.0
18665,0.7058823529411764,0.08,1.0,1.0
24339,0.23529411764705882,1.0,0.0,0.0
100445,0.8823529411764706,0.01,0.0,0.0
74978,0.23529411764705882,1.0,0.0,0.0
18642,0.8823529411764706,0.04,0.0,0.0
22562,0.23529411764705882,1.0,0.0,0.0
67955,0.23529411764705882,1.0,0.0,0.0
59090,0.23529411764705882,1.0,0.0,0.0
72684,0.7058823529411764,0.05,1.0,1.0
4860,0.7058823529411764,1.0,1.0,1.0
26866,0.7058823529411764,0.18,1.0,1.0
53140,0.23529411764705882,1.0,0.0,0.01
50421,1.0,1.0,0.0,0.0
51663,0.7058823529411764,0.01,1.0,1.0
45146,0.7058823529411764,0.21,1.0,1.0
3397,0.23529411764705882,1.0,0.0,0.0
78877,0.23529411764705882,1.0,0.0,0.0
80436,0.7058823529411764,0.0,1.0,1.0
12519,0.23529411764705882,1.0,0.0,0.0
44494,0.8823529411764706,0.04,0.0,0.0
34364,0.7058823529411764,0.06,1.0,1.0
13576,0.7058823529411764,0.03,1.0,1.0
42397,0.7058823529411764,0.03,1.0,1.0
129862,0.23529411764705882,1.0,0.0,0.0
125448,0.7058823529411764,0.01,1.0,1.0
69698,0.7058823529411764,0.04,1.0,1.0
82196,0.7058823529411764,0.13,1.0,1.0
53997,0.7058823529411764,0.11,1.0,1.0
