,Unnamed: 0,2,27,36,37
52808,27095,0.2352941176470588,1.0,0.0,0.0
64718,120363,0.2352941176470588,1.0,0.0,0.0
35499,72183,0.2352941176470588,1.0,0.0,0.0
52356,53482,0.2352941176470588,1.0,0.0,0.0
38160,42146,0.2352941176470588,1.0,0.0,0.0
78071,93677,0.2352941176470588,1.0,0.0,0.0
73327,80399,0.2352941176470588,1.0,0.0,0.0
31596,125440,0.7058823529411764,0.17,1.0,1.0
7815,64803,0.2352941176470588,1.0,0.0,0.0
10571,64962,0.2352941176470588,1.0,0.0,0.0
36360,9226,0.7058823529411764,0.01,1.0,1.0
14004,65608,0.2352941176470588,1.0,0.0,0.0
82568,86840,0.2352941176470588,1.0,0.0,0.0
23917,68320,0.7058823529411764,0.02,1.0,1.0
42896,115998,0.7058823529411764,0.07,1.0,1.0
13452,55785,0.2352941176470588,1.0,0.0,0.0
6787,114370,0.7058823529411764,1.0,0.89,0.89
33372,80507,0.2352941176470588,1.0,0.0,0.0
18087,116538,0.7058823529411764,0.15,1.0,1.0
14816,42216,0.2352941176470588,1.0,0.0,0.0
64374,20543,0.2352941176470588,1.0,0.0,0.0
65946,23089,0.2352941176470588,1.0,0.0,0.0
84641,78768,0.7058823529411764,0.05,1.0,1.0
54388,118815,0.2352941176470588,1.0,0.0,0.0
44208,20838,0.2352941176470588,1.0,0.0,0.0
46464,135103,0.2352941176470588,1.0,0.0,0.0
56209,130961,1.0,1.0,0.0,0.0
752,98427,0.2352941176470588,1.0,0.0,0.0
55104,2070,0.7058823529411764,0.07,1.0,1.0
68929,13368,0.2352941176470588,1.0,0.0,0.0
30113,30671,0.8235294117647058,1.0,0.66,0.66
39538,88351,0.2352941176470588,1.0,0.0,0.0
78042,4311,0.7058823529411764,1.0,1.0,1.0
63016,85510,0.2352941176470588,1.0,0.0,0.0
76523,28287,0.7058823529411764,1.0,1.0,1.0
28762,35234,0.2352941176470588,1.0,0.0,0.0
43514,77997,0.2352941176470588,1.0,0.0,0.0
20474,50959,0.2352941176470588,1.0,0.0,0.0
53847,70635,0.8823529411764706,1.0,0.0,0.0
26575,42791,0.7058823529411764,0.07,1.0,1.0
23615,21208,0.8823529411764706,0.03,0.0,0.0
20763,54621,0.2352941176470588,1.0,0.0,0.0
8153,17226,0.8823529411764706,0.18,0.0,0.0
63911,30477,0.8235294117647058,1.0,1.0,1.0
38201,54322,0.7058823529411764,0.0,1.0,1.0
47467,14089,0.7058823529411764,0.09,1.0,1.0
12677,83099,0.2352941176470588,1.0,0.0,0.0
50499,21407,0.7058823529411764,0.02,1.0,1.0
25984,14654,0.8823529411764706,0.18,0.0,0.0
54539,100019,0.2352941176470588,1.0,0.0,0.0
44888,12099,0.8823529411764706,0.11,0.0,0.0
81291,10931,0.2352941176470588,1.0,0.0,0.0
4599,90701,0.7058823529411764,0.08,1.0,1.0
73219,21173,0.2352941176470588,1.0,0.0,0.0
52102,42811,0.8823529411764706,0.04,0.0,0.0
5503,82135,0.7058823529411764,0.22,1.0,1.0
12422,103076,0.2352941176470588,1.0,0.0,0.0
36669,126134,0.7058823529411764,0.5,1.0,1.0
15374,79193,0.7058823529411764,0.04,1.0,1.0
40627,6693,0.7058823529411764,1.0,1.0,1.0
87336,20609,0.2352941176470588,1.0,0.0,0.0
2712,46089,0.2352941176470588,1.0,0.25,0.0
56925,98328,0.2352941176470588,1.0,0.0,0.01
75062,57003,0.2352941176470588,1.0,0.0,0.0
67177,121240,0.2352941176470588,1.0,0.0,0.0
62073,132716,0.2352941176470588,1.0,0.0,0.0
69060,31087,0.8235294117647058,1.0,0.16,0.16
37356,94267,0.2352941176470588,1.0,0.0,0.0
18514,90077,0.2352941176470588,1.0,0.0,0.0
13364,48168,0.2352941176470588,1.0,0.0,0.01
18963,78263,0.7058823529411764,0.09,1.0,1.0
55447,108075,0.2352941176470588,1.0,0.0,0.0
78731,94488,0.2352941176470588,1.0,0.0,0.0
64232,49665,0.8823529411764706,0.08,0.0,0.0
1116,66789,0.2352941176470588,1.0,0.0,0.0
52211,90713,0.2352941176470588,1.0,0.0,0.0
16790,14314,0.8823529411764706,0.0,0.0,0.0
42132,19058,0.4705882352941176,1.0,1.0,1.0
18504,200,0.2352941176470588,1.0,0.0,0.0
4296,113515,0.2352941176470588,1.0,0.0,0.0
85973,105400,0.7058823529411764,0.06,1.0,1.0
74886,7394,0.7058823529411764,1.0,1.0,1.0
81664,18316,0.2352941176470588,1.0,0.0,0.0
12278,79121,0.2352941176470588,1.0,0.0,0.0
76847,39767,0.2352941176470588,1.0,0.0,0.0
70206,37622,0.2352941176470588,1.0,0.0,0.0
28683,7153,0.7058823529411764,1.0,1.0,1.0
84123,39560,0.2352941176470588,1.0,0.0,0.0
40408,6524,0.7058823529411764,1.0,1.0,1.0
3629,125087,0.7058823529411764,0.27,1.0,1.0
84004,43298,0.2352941176470588,1.0,0.0,0.0
82786,21209,0.2352941176470588,1.0,0.0,0.0
3008,10113,0.7058823529411764,0.07,1.0,1.0
58409,92812,0.8823529411764706,1.0,0.0,0.0
25033,95302,0.2352941176470588,1.0,0.0,0.0
13770,50115,0.7058823529411764,0.04,1.0,1.0
49495,34288,0.7058823529411764,0.05,1.0,1.0
11645,59091,0.2352941176470588,1.0,0.0,0.0
57302,27100,0.2352941176470588,1.0,0.0,0.0
41217,66034,0.2352941176470588,1.0,0.0,0.0
67775,109122,0.8823529411764706,1.0,0.0,0.0
37483,112429,0.7058823529411764,0.11,1.0,1.0
46952,82847,0.2352941176470588,1.0,0.0,0.0
44279,16588,0.2352941176470588,1.0,0.0,0.0
82687,103030,0.8823529411764706,0.0,0.1,0.0
20007,126356,0.2352941176470588,1.0,0.0,0.0
31231,6917,0.7058823529411764,1.0,1.0,1.0
66336,125671,0.7058823529411764,0.02,1.0,1.0
86932,76242,0.2352941176470588,0.99,0.0,0.0
7743,50512,0.2352941176470588,1.0,0.0,0.0
35045,53172,0.7058823529411764,0.07,1.0,1.0
54424,89575,0.2352941176470588,1.0,0.01,0.0
72876,56063,0.2352941176470588,1.0,0.0,0.0
68389,87507,0.2352941176470588,1.0,0.0,0.0
8654,6819,0.7058823529411764,1.0,1.0,1.0
21701,46272,0.2352941176470588,1.0,0.0,0.0
67877,7019,0.7058823529411764,1.0,1.0,1.0
74646,23016,0.2352941176470588,1.0,0.0,0.0
6723,110929,0.2352941176470588,1.0,0.0,0.0
86361,26035,0.8823529411764706,0.22,0.0,0.0
69270,1293,0.7058823529411764,0.1,1.0,1.0
74274,58597,0.2352941176470588,1.0,0.0,0.0
58598,24541,0.2352941176470588,1.0,0.0,0.0
4128,122168,0.8823529411764706,1.0,0.0,0.0
5858,32847,0.2352941176470588,1.0,0.0,0.0
40454,132440,0.2352941176470588,1.0,0.0,0.0
77483,99404,0.2352941176470588,1.0,0.0,0.0
50471,118373,0.7058823529411764,0.18,1.0,1.0
71047,41230,0.7058823529411764,0.01,1.0,1.0
75530,110407,0.2352941176470588,1.0,0.0,0.0
29776,85748,0.2352941176470588,1.0,0.0,0.0
47569,71047,0.7058823529411764,0.11,1.0,1.0
65800,112125,0.8823529411764706,0.07,0.0,0.0
81468,103013,0.2352941176470588,1.0,0.0,0.0
59563,65795,0.7058823529411764,0.06,1.0,1.0
70421,65267,0.7058823529411764,0.08,1.0,1.0
38436,123602,0.2352941176470588,1.0,0.0,0.02
77875,40891,0.2352941176470588,0.11,0.0,0.0
44616,87614,0.2352941176470588,1.0,0.0,0.01
29841,29228,0.2352941176470588,1.0,0.0,0.0
70737,211,0.2352941176470588,1.0,0.0,0.0
21412,119950,1.0,1.0,0.0,0.0
15425,31404,0.2352941176470588,1.0,0.0,0.0
83180,85119,0.2352941176470588,1.0,0.0,0.0
80917,103826,0.2352941176470588,1.0,0.0,0.0
29707,23575,0.7058823529411764,0.03,1.0,1.0
76310,28013,0.7058823529411764,1.0,1.0,1.0
42795,73184,0.2352941176470588,1.0,0.0,0.0
4812,64131,0.2352941176470588,1.0,0.0,0.0
25054,104626,0.8823529411764706,0.04,0.0,0.0
74483,33071,0.2352941176470588,1.0,0.02,0.02
50644,103360,0.7058823529411764,0.03,1.0,1.0
344,97485,0.2352941176470588,1.0,0.11,0.06
26518,119085,0.2352941176470588,1.0,0.0,0.0
46217,64579,0.7058823529411764,0.13,1.0,1.0
54678,14928,0.8823529411764706,0.04,0.0,0.0
62033,80241,0.2352941176470588,1.0,0.0,0.0
9738,19909,0.8823529411764706,0.0,0.12,0.0
52070,123831,0.2352941176470588,1.0,0.0,0.0
1848,62753,0.2352941176470588,1.0,0.0,0.0
57835,94426,0.7058823529411764,0.01,1.0,1.0
87745,111888,0.2352941176470588,1.0,0.0,0.0
27925,42694,0.2352941176470588,0.99,0.0,0.0
59096,114755,0.2352941176470588,1.0,0.0,0.0
30817,58377,0.7058823529411764,0.02,1.0,1.0
48453,62422,0.2352941176470588,1.0,0.0,0.0
32258,15286,0.2352941176470588,1.0,0.0,0.0
41744,7074,0.7058823529411764,1.0,1.0,1.0
16242,88600,0.2352941176470588,1.0,0.0,0.0
77411,13882,0.7058823529411764,0.03,1.0,1.0
16089,80376,0.7058823529411764,0.15,1.0,1.0
19742,6064,0.7058823529411764,1.0,1.0,1.0
9790,101715,0.2352941176470588,1.0,0.0,0.01
72396,46764,0.2352941176470588,1.0,0.0,0.0
50735,10486,0.8823529411764706,1.0,0.0,0.0
80618,42748,0.2352941176470588,1.0,0.0,0.0
52670,112847,0.2352941176470588,1.0,0.0,0.0
44479,58054,0.7058823529411764,0.04,1.0,1.0
37592,71890,0.2352941176470588,1.0,0.0,0.0
59190,67505,0.2352941176470588,0.5,0.0,0.0
84992,107237,0.2352941176470588,1.0,0.0,0.0
83373,15386,0.2352941176470588,1.0,0.0,0.0
53899,47674,1.0,1.0,0.0,0.0
40885,64590,0.7058823529411764,0.02,1.0,1.0
55562,34816,0.2352941176470588,1.0,0.0,0.0
44302,11187,0.7058823529411764,0.02,1.0,1.0
9331,4526,0.7058823529411764,1.0,1.0,1.0
44257,12573,0.7058823529411764,0.08,1.0,1.0
49033,134547,0.2352941176470588,1.0,0.02,0.01
77632,26372,0.7058823529411764,0.05,1.0,1.0
34177,13142,0.2352941176470588,1.0,0.0,0.0
38545,47620,0.2352941176470588,1.0,0.0,0.0
28383,61286,0.2352941176470588,1.0,0.0,0.0
22649,125353,0.7058823529411764,0.05,1.0,1.0
44768,39323,0.2352941176470588,1.0,0.0,0.01
44631,55729,0.2352941176470588,1.0,0.0,0.0
61623,131521,0.2352941176470588,1.0,0.0,0.0
47179,135402,0.8823529411764706,0.08,0.0,0.0
1449,53958,0.2352941176470588,0.99,0.0,0.0
58401,73768,0.7058823529411764,0.04,1.0,1.0
16106,119216,0.7058823529411764,0.07,1.0,1.0
27101,216,0.2352941176470588,1.0,0.0,0.0
34590,130999,0.7058823529411764,0.09,1.0,1.0
52208,99917,0.7058823529411764,0.09,1.0,1.0
85286,127626,0.2352941176470588,1.0,0.02,0.0
47081,116155,0.2352941176470588,1.0,0.0,0.0
55629,73236,0.2352941176470588,1.0,0.0,0.0
33560,33530,0.7058823529411764,0.02,0.8,1.0
22189,26993,0.2352941176470588,1.0,0.25,0.01
5808,80151,0.7058823529411764,0.48,1.0,1.0
27630,19435,1.0,1.0,0.0,0.0
81371,34831,0.2352941176470588,1.0,0.0,0.0
75449,48043,0.2352941176470588,1.0,0.0,0.0
61523,130250,0.7058823529411764,0.08,1.0,1.0
5958,65292,0.2352941176470588,1.0,0.0,0.0
87272,19816,0.7058823529411764,0.19,1.0,1.0
58459,132633,0.2352941176470588,1.0,0.0,0.0
75534,108287,0.7058823529411764,0.04,1.0,1.0
57050,5044,0.7058823529411764,1.0,1.0,1.0
53355,97983,0.7058823529411764,0.08,1.0,1.0
24008,58036,0.7058823529411764,0.07,1.0,1.0
49472,51694,0.9411764705882352,0.09,0.0,0.0
23219,83713,0.2352941176470588,1.0,0.0,0.0
67250,83905,0.7058823529411764,0.05,1.0,1.0
49425,129752,0.7058823529411764,0.02,1.0,1.0
41822,56263,0.7058823529411764,0.03,1.0,1.0
51143,11964,0.2352941176470588,1.0,0.0,0.0
15949,86293,0.7058823529411764,0.03,1.0,1.0
42846,76963,0.7058823529411764,0.39,1.0,1.0
61737,19567,0.2352941176470588,1.0,0.0,0.0
19028,79774,0.2352941176470588,1.0,0.0,0.0
58381,27394,0.2352941176470588,1.0,0.0,0.0
2333,88776,0.2352941176470588,1.0,0.0,0.0
56335,45820,0.7058823529411764,0.02,1.0,1.0
12123,49656,0.7058823529411764,0.02,1.0,1.0
5382,114962,0.2352941176470588,1.0,0.0,0.0
66757,130894,0.2352941176470588,1.0,0.0,0.0
7686,429,0.8823529411764706,1.0,0.0,0.0
40529,48294,0.2352941176470588,1.0,0.0,0.02
16402,69736,0.2352941176470588,1.0,0.02,0.0
3161,58370,0.8823529411764706,1.0,0.0,0.0
35471,72080,0.7058823529411764,0.0,1.0,1.0
18292,113417,0.2352941176470588,1.0,0.0,0.0
29515,6400,0.7058823529411764,1.0,1.0,1.0
3283,52101,0.2352941176470588,1.0,0.0,0.0
65893,94048,0.2352941176470588,1.0,0.0,0.01
57360,135390,0.2352941176470588,1.0,0.01,0.0
75924,62471,0.2352941176470588,1.0,0.0,0.0
23590,35838,0.7058823529411764,0.06,1.0,1.0
7680,11889,0.2352941176470588,1.0,0.0,0.0
56512,101744,0.7058823529411764,0.05,1.0,1.0
23029,44635,0.7058823529411764,0.07,1.0,1.0
76859,28523,0.7058823529411764,1.0,1.0,1.0
20451,49310,0.2352941176470588,1.0,0.0,0.0
15069,118965,0.7058823529411764,0.03,1.0,1.0
64292,61888,0.2352941176470588,1.0,0.0,0.0
52706,131069,0.7058823529411764,0.26,1.0,1.0
74093,115499,0.7058823529411764,0.11,1.0,1.0
34205,23165,0.8823529411764706,1.0,0.0,0.0
9767,72595,0.2352941176470588,1.0,0.98,0.96
51972,58612,0.7058823529411764,0.08,1.0,1.0
82858,63456,0.2352941176470588,1.0,0.0,0.0
59920,117331,1.0,1.0,0.0,0.0
20280,37516,0.2352941176470588,1.0,0.0,0.0
87707,19065,0.2352941176470588,1.0,0.0,0.01
36856,30166,0.8235294117647058,1.0,1.0,1.0
40467,135174,0.7058823529411764,0.03,1.0,1.0
36167,7234,0.7058823529411764,1.0,1.0,1.0
55599,25618,0.2352941176470588,1.0,0.0,0.0
58064,42296,0.2352941176470588,1.0,0.0,0.0
79965,110494,0.7058823529411764,0.07,1.0,1.0
3636,56566,0.7058823529411764,0.03,1.0,1.0
35696,26089,0.2352941176470588,1.0,0.0,0.0
37856,92243,0.2352941176470588,1.0,0.0,0.0
14023,3355,0.2352941176470588,1.0,0.0,0.0
79158,91679,0.2352941176470588,1.0,0.0,0.0
74211,108556,0.2352941176470588,1.0,0.0,0.0
35384,44228,0.7058823529411764,0.01,1.0,1.0
38317,117487,0.2352941176470588,1.0,0.0,0.0
47215,62570,0.2352941176470588,1.0,0.0,0.0
63251,14244,0.2352941176470588,1.0,0.0,0.0
38200,4222,0.7058823529411764,1.0,1.0,1.0
77955,77066,0.2352941176470588,1.0,0.0,0.0
80212,63722,0.2352941176470588,1.0,0.0,0.0
37024,94314,0.2352941176470588,1.0,0.0,0.0
54358,23593,0.7058823529411764,0.15,1.0,1.0
59082,66220,0.2352941176470588,1.0,0.0,0.0
31698,11065,0.7058823529411764,0.08,1.0,1.0
75891,62695,0.2352941176470588,1.0,0.0,0.0
85378,67468,0.2352941176470588,1.0,0.01,0.01
81032,31826,0.7058823529411764,0.01,1.0,1.0
4699,37350,0.8823529411764706,0.01,0.01,0.0
79635,66055,0.2352941176470588,1.0,0.0,0.0
31392,47448,0.2352941176470588,1.0,0.0,0.0
15148,8372,0.7058823529411764,1.0,1.0,1.0
22550,30538,0.5294117647058824,1.0,1.0,1.0
58377,24844,0.2352941176470588,1.0,0.0,0.0
9510,120647,0.7058823529411764,0.07,1.0,1.0
53418,123619,0.2352941176470588,1.0,0.0,0.0
21393,114595,0.2352941176470588,1.0,0.0,0.0
28751,127141,0.2352941176470588,1.0,0.0,0.0
54113,31036,0.2352941176470588,1.0,0.0,0.0
57990,28557,0.7058823529411764,1.0,1.0,1.0
66088,49876,0.7058823529411764,0.07,1.0,1.0
62042,83447,0.2352941176470588,1.0,0.0,0.0
12802,39795,0.7058823529411764,0.09,1.0,1.0
71470,3881,0.7058823529411764,1.0,1.0,1.0
73045,103657,0.2352941176470588,1.0,0.01,0.01
86370,29300,0.5294117647058824,1.0,0.32,0.32
73747,69634,0.2352941176470588,1.0,0.01,0.0
35327,77437,0.2352941176470588,1.0,0.0,0.0
33511,86882,0.2352941176470588,1.0,0.0,0.0
30690,35125,0.2352941176470588,1.0,0.0,0.0
59809,48629,0.2352941176470588,1.0,0.0,0.11
16125,68067,0.2352941176470588,1.0,0.0,0.0
51063,92060,0.8823529411764706,0.04,0.0,0.0
4051,72300,0.7058823529411764,0.12,1.0,1.0
81129,35490,0.2352941176470588,1.0,0.0,0.0
68911,112531,0.2352941176470588,1.0,0.04,0.01
10823,107671,0.2352941176470588,1.0,0.0,0.0
7663,101208,0.7058823529411764,0.05,0.09,0.14
85439,55350,0.7058823529411764,0.05,1.0,1.0
40208,50653,0.7058823529411764,0.15,1.0,1.0
68584,40670,0.7058823529411764,0.12,1.0,1.0
55463,123688,1.0,1.0,0.0,0.0
80644,71185,0.2352941176470588,1.0,0.0,0.0
74848,48478,0.0,1.0,0.96,1.0
31934,49610,0.2352941176470588,0.75,0.0,0.0
30196,81158,0.2352941176470588,1.0,0.0,0.0
53385,24268,0.8823529411764706,0.11,0.0,0.0
81756,118645,0.2352941176470588,1.0,0.0,0.0
67070,11301,1.0,1.0,0.0,0.0
31451,108756,0.2352941176470588,0.67,0.0,0.0
13274,42555,0.2352941176470588,1.0,0.0,0.0
73706,119636,0.7058823529411764,0.05,1.0,1.0
59835,132600,0.2352941176470588,1.0,0.0,0.0
70362,12420,0.2352941176470588,1.0,0.0,0.0
17049,120646,0.2352941176470588,1.0,0.0,0.0
59299,55511,0.8823529411764706,0.12,0.0,0.0
19777,82166,0.2352941176470588,1.0,0.0,0.0
16377,48048,0.7058823529411764,0.26,1.0,1.0
40549,39407,0.2352941176470588,1.0,0.0,0.0
22647,122298,0.2352941176470588,1.0,0.0,0.0
78190,69868,0.2352941176470588,1.0,0.0,0.0
2933,91579,0.2352941176470588,1.0,0.0,0.0
28995,44007,0.2352941176470588,1.0,0.0,0.0
17405,54172,0.2352941176470588,1.0,0.0,0.0
68176,19984,0.2352941176470588,1.0,0.0,0.0
82135,65184,0.7058823529411764,0.12,1.0,1.0
82596,84523,0.2352941176470588,1.0,0.0,0.0
50045,94395,0.2352941176470588,1.0,0.0,0.0
79118,7612,0.7058823529411764,1.0,1.0,1.0
66164,71908,0.2352941176470588,1.0,0.0,0.0
15486,115778,0.2352941176470588,1.0,0.0,0.0
57978,63252,0.7058823529411764,0.06,1.0,1.0
50384,5670,0.7058823529411764,1.0,1.0,1.0
4913,80269,0.7058823529411764,0.07,1.0,1.0
77667,56414,0.7058823529411764,0.06,1.0,1.0
59517,14052,0.2352941176470588,1.0,0.0,0.0
50550,109403,0.2352941176470588,1.0,0.0,0.0
40548,23402,0.4705882352941176,1.0,0.0,0.0
60816,5587,0.7058823529411764,1.0,1.0,1.0
69814,48415,0.2352941176470588,1.0,0.0,0.0
26079,58929,0.2352941176470588,1.0,0.0,0.0
69223,61572,0.2352941176470588,1.0,0.0,0.0
18110,120073,0.2352941176470588,1.0,0.0,0.0
23262,78153,0.2352941176470588,1.0,0.0,0.0
17758,10674,0.8823529411764706,0.04,0.0,0.0
50676,49408,0.7058823529411764,0.03,1.0,1.0
36301,68438,0.2352941176470588,1.0,0.0,0.0
48294,103516,0.2352941176470588,1.0,0.0,0.0
65111,25221,0.7058823529411764,0.05,1.0,1.0
74799,36282,0.2352941176470588,1.0,0.0,0.0
64655,91564,0.2352941176470588,1.0,0.0,0.0
57044,75335,0.2352941176470588,1.0,0.0,0.0
32435,40256,0.2352941176470588,1.0,0.0,0.0
60295,40289,0.2352941176470588,0.14,0.0,0.0
46866,116322,0.2352941176470588,1.0,0.0,0.0
65281,13785,0.9411764705882352,0.06,0.0,0.0
52286,9334,0.2352941176470588,1.0,0.0,0.0
42334,106789,0.2352941176470588,1.0,0.0,0.0
35102,66599,0.2352941176470588,1.0,0.0,0.0
14233,65482,0.2352941176470588,1.0,0.01,0.0
46747,24060,0.7058823529411764,0.06,1.0,1.0
63714,85917,0.2352941176470588,1.0,0.0,0.0
35087,99804,0.2352941176470588,1.0,0.0,0.0
15633,82255,0.2352941176470588,1.0,0.0,0.0
32902,48616,0.7058823529411764,0.03,1.0,1.0
26557,51610,0.2352941176470588,1.0,0.01,0.0
29254,121658,0.7058823529411764,0.02,0.9,1.0
70896,73108,0.7058823529411764,0.02,1.0,1.0
32644,6282,0.7058823529411764,1.0,1.0,1.0
2699,91794,0.8823529411764706,0.06,0.0,0.0
75721,36845,0.2352941176470588,1.0,0.0,0.0
72587,69070,0.2352941176470588,0.22,0.0,0.0
14733,93338,0.2352941176470588,1.0,0.0,0.0
69204,89834,0.7058823529411764,0.09,1.0,1.0
66004,57154,0.2352941176470588,1.0,0.0,0.0
69938,52331,0.2352941176470588,1.0,0.0,0.0
80931,13362,0.2352941176470588,1.0,0.0,0.0
72987,9808,0.7058823529411764,0.03,1.0,1.0
38808,57229,0.2352941176470588,1.0,0.0,0.0
1734,77234,0.9411764705882352,1.0,0.01,0.05
26258,121145,0.2352941176470588,0.5,0.22,0.0
43559,28911,0.7058823529411764,1.0,1.0,1.0
36985,123399,0.7058823529411764,0.26,1.0,0.85
60733,107299,0.2352941176470588,0.94,0.0,0.0
37502,10275,0.2352941176470588,1.0,0.0,0.0
77268,5947,0.7058823529411764,1.0,1.0,1.0
34664,92537,0.2352941176470588,1.0,0.01,0.0
53979,94932,0.2352941176470588,1.0,0.0,0.0
76132,19199,0.7647058823529411,0.02,0.35,0.67
19141,72041,0.8823529411764706,0.13,0.0,0.0
58082,87972,0.8823529411764706,0.0,0.08,0.0
61062,44162,0.2352941176470588,0.33,0.0,0.0
61213,4225,0.7058823529411764,1.0,1.0,1.0
67127,72592,0.7058823529411764,0.1,1.0,1.0
81092,37260,0.2352941176470588,1.0,0.0,0.0
5358,104643,0.7058823529411764,0.03,1.0,1.0
2378,117136,0.7058823529411764,0.08,1.0,1.0
33740,110215,0.2352941176470588,1.0,0.0,0.0
60842,77432,0.2352941176470588,1.0,0.0,0.0
26695,123220,0.2352941176470588,1.0,0.0,0.0
58532,105274,0.2352941176470588,1.0,0.1,0.0
5246,3575,0.2352941176470588,1.0,0.0,0.0
74537,51097,0.7058823529411764,0.04,1.0,1.0
890,83594,0.2352941176470588,1.0,0.0,0.0
34190,30556,0.5294117647058824,1.0,0.48,0.48
39124,84575,0.2352941176470588,1.0,0.0,0.0
19489,63020,0.7058823529411764,0.01,1.0,1.0
3437,69818,0.4705882352941176,1.0,0.0,0.0
81227,68681,0.2352941176470588,1.0,0.0,0.0
56185,132542,1.0,1.0,0.0,0.0
6076,112601,0.7058823529411764,0.06,1.0,1.0
62547,35070,0.2352941176470588,1.0,0.0,0.02
22657,62953,0.2352941176470588,1.0,0.0,0.0
21328,33977,0.2352941176470588,0.05,0.01,0.0
45803,103493,0.7058823529411764,0.23,1.0,1.0
20613,75915,0.7058823529411764,0.06,1.0,1.0
47831,109877,0.2352941176470588,1.0,0.0,0.0
24922,67213,0.2352941176470588,1.0,0.0,0.0
50455,71723,0.8823529411764706,0.01,0.0,0.0
38207,104603,0.7058823529411764,0.53,1.0,1.0
85321,68323,0.2352941176470588,1.0,0.72,0.74
15514,33801,0.2352941176470588,0.14,0.0,0.0
16310,74611,0.2352941176470588,1.0,0.0,0.0
82027,24099,0.2352941176470588,1.0,0.0,0.0
6705,54906,0.8823529411764706,1.0,0.0,0.0
68163,87157,0.2352941176470588,1.0,0.0,0.0
65944,51829,0.8823529411764706,0.02,0.0,0.0
15785,20184,0.2352941176470588,1.0,0.0,0.0
84927,23199,0.8823529411764706,0.04,0.0,0.0
85543,27990,0.7058823529411764,1.0,1.0,1.0
35199,96403,0.8823529411764706,0.0,1.0,1.0
33333,110244,0.2352941176470588,1.0,0.0,0.01
21807,46824,0.2352941176470588,1.0,0.0,0.0
39252,118949,0.7058823529411764,0.01,1.0,1.0
53827,35564,0.2352941176470588,1.0,0.0,0.0
53646,78121,0.2352941176470588,1.0,0.0,0.0
22708,24924,0.7058823529411764,0.05,1.0,1.0
5389,4563,0.7058823529411764,1.0,1.0,1.0
53627,99216,0.7058823529411764,0.03,1.0,1.0
45792,58884,0.7058823529411764,0.08,1.0,1.0
10445,37475,0.2352941176470588,1.0,0.0,0.0
24034,52028,0.7058823529411764,0.07,1.0,1.0
23724,8145,0.7058823529411764,1.0,1.0,1.0
31326,22937,0.7058823529411764,0.07,1.0,1.0
34431,99960,0.2352941176470588,1.0,0.0,0.0
50063,77337,0.2352941176470588,1.0,0.0,0.0
58114,100789,0.2352941176470588,0.18,0.0,0.0
8961,124927,0.2352941176470588,1.0,0.0,0.0
48401,95350,0.2352941176470588,1.0,0.25,0.01
25325,37654,0.2352941176470588,1.0,0.0,0.0
44827,37668,0.2352941176470588,1.0,0.0,0.0
1448,125508,0.8823529411764706,0.03,0.0,0.0
67565,15667,0.7058823529411764,0.02,1.0,1.0
1276,37637,0.2352941176470588,1.0,0.0,0.0
54937,25299,0.2352941176470588,1.0,0.0,0.0
54828,110678,0.8823529411764706,0.5,0.0,0.0
42373,91681,0.2352941176470588,1.0,0.81,0.0
35170,92596,0.2352941176470588,1.0,0.0,0.0
19327,2699,0.7058823529411764,0.04,1.0,1.0
251,55359,0.8823529411764706,0.07,0.0,0.0
37557,75237,0.2352941176470588,1.0,0.0,0.0
56355,6775,0.7058823529411764,1.0,1.0,1.0
9579,67131,0.7058823529411764,0.02,1.0,1.0
7175,119360,0.2352941176470588,1.0,0.0,0.0
73514,57589,0.2352941176470588,1.0,0.0,0.0
62505,61282,0.2352941176470588,0.99,0.0,0.0
72678,57065,0.2352941176470588,1.0,0.0,0.0
20812,40450,0.8823529411764706,0.02,0.0,0.0
25603,4275,0.7058823529411764,1.0,1.0,1.0
17092,63378,0.2352941176470588,1.0,0.0,0.0
61315,39530,0.2352941176470588,1.0,0.0,0.0
75167,40076,0.7058823529411764,0.06,1.0,1.0
16528,42839,0.2352941176470588,1.0,0.0,0.0
62152,62327,0.7058823529411764,0.03,1.0,1.0
71178,62014,0.7058823529411764,0.18,1.0,1.0
24903,38313,0.8823529411764706,0.01,0.0,0.0
20126,54990,0.7058823529411764,0.08,1.0,1.0
2417,105026,0.7058823529411764,0.05,1.0,1.0
54080,108429,0.7058823529411764,0.01,1.0,1.0
61409,57852,0.2352941176470588,1.0,0.0,0.0
80464,107430,0.2352941176470588,1.0,0.0,0.0
65269,38938,0.8823529411764706,1.0,0.0,0.0
62976,49409,0.7058823529411764,0.02,1.0,1.0
21367,12048,0.2352941176470588,1.0,0.0,0.0
50839,105444,0.7058823529411764,0.04,1.0,1.0
6379,103451,0.7058823529411764,0.13,1.0,1.0
29474,68784,0.7058823529411764,0.03,1.0,1.0
13411,74313,0.2352941176470588,1.0,0.0,0.0
25750,60842,0.2352941176470588,1.0,0.0,0.0
22314,110877,0.8823529411764706,0.16,0.0,0.0
18533,111314,0.2352941176470588,1.0,0.0,0.01
5001,79840,0.2352941176470588,1.0,0.0,0.0
76670,90504,0.2352941176470588,1.0,0.01,0.0
72928,63172,0.2352941176470588,1.0,0.0,0.0
42648,103344,0.2352941176470588,1.0,0.0,0.0
75741,65169,0.2352941176470588,1.0,0.0,0.0
